Unnamed: 0,AREA,Código HAC,Denominación,Tipo equipo,VOSOA,Unnamed: 6,RUTI,Unnamed: 8,COR,Unnamed: 10,ACEITE,Unnamed: 12,VIB,Unnamed: 14,TERMO,Unnamed: 16,DES,Unnamed: 18,DUREZA,Unnamed: 20,EMD,Unnamed: 22,VT / LP,Unnamed: 24,PM,Unnamed: 26,UT,Unnamed: 28,ESPESOR,Unnamed: 30,Comentarios,Fecha intervención y alcance,_computed_score,_computed_matches
,T00,CS.T91-EC1,ELEVADOR DE CANGILONES CEMENTO ESCORIA,EC,,,,,,,,,,,,,,,,Dureza de la banda ,,,,,,,,,,,,,0.0,
,T00,CS.T91-EC2,ELEVADOR DE CANGILONES 2 CEMENTO ESCORIA,EC,,HACER SEGUIMIENTO: Pérdida de aceite por el eje de entrada del reductor. Habrá que cambiar el retén,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V13-AM1,SAMSON CFFS,AM,,HECHO: Parchear un agujero de unos 20cm en la banda,,Hay que planificar el reemplazo de la banda por desgaste de la misma. Se ven las lonas en varios tramos de la banda,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V13-TK1,TRANSPORTADOR DE CADENA.,TK,,"El patín está desnivelado hacia el lado montaña, provocando que la cadena roce con la pared del cajón (lado MT). Es necesario reforzar las pletinas de soporte del patín para nivelarlo",,"- Hay 80 palas dobladas. Es importante enderezarlas para que no causen una avería grande
- Hacer seguimiento al desgaste del sector motriz",,,,,,,,,,Se reemplaza la cadena en parada marzo 2021,,,,,,,,,,,,,Se reemplaza la cadena en parada marzo 2021,,0.0,
,V00,CS.V13-TK2,TRANSPORTADOR DE CADENA A SILO Nº 2.,TK,,,,HECHO:  1 pala doblada,,,,,,,,,,HECHO: Cambiar cadena en parada 22SDK1B1. Bulones y alojamiento fuera límite desgaste,,,,,,,,,,,,,Reemplazo sectores motrices,,0.0,
,V00,CS.V91-BT1,CINTA LARGA SÓLIDOS GRUESOS,BT,,"- El eje del tambor motriz está deformado. Hay que cambiar el tambor y preveer también repuesto del motoreductor
- HECHO: Se han despegado 15m de la cinta. Hay que hacerle seguimiento y valorar cuándo se reemplaza",,- HA DEJADO DE SALTAR DE TÉRMICO: Problemas en la banda. Salta de térmico constantemente debido a que el motor no es capaz de tirar de la banda,,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,V00,CS.V91-BT3,CINTA CORTA SÓLIDOS GRUESOS,BT,,"HECHO: El engomado del tambor de cola está despegado. Hay que pegarlo al tambor adecuadamente
HECHO (se cambia la banda):El empalme está en mal estado, hay que repararlo. Además, la cinta tiene demasiado desgaste. Valorar reemplazo",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V91-TK1,REDLER ALIMENTACION CSSG RAMAL CS,TK,,Las guías de la cadena tienen bastante desgaste donde hace la curva. Hay que reemplazarlas,,Se acorta la cadena en la semana 43. Continuar con el seguimiento,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V91-TK2,REDLER ALIMENTACION CSSG RAMAL AA,TK,,"Falta una pala, tornilleria a cinco palas y varias flojas.
HECHO: Hay que reemplazar casi todas las palas de teflón del redler. Hay varias partidas, dobladas, o con tornillos en mal estado. El problema que tienen es que para qutar los tornillos hay que vaciar el agujero, ya que van mecanizados. Al hacer esto, la pala queda inservible. De ahí que hay que cambiar la mayoría",,"El redler de alimentación V91-TK2 tiene los sectores motrices y tensores desgastados (5mm sectores motrices y 6mm sectores tensores). Además, se perciben a simple vista los dientes redondeados. La cadena se monta encima de los sectores y por eso está partiendo los tornillos de las placas. Hay que cambiar ambos sectores. Se adjuntan fotos",,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,V00,CS.V91-GR1,GRAPPIN SÓLIDOS GRUESOS,GR,,Hay que reemplazar las argollas y los grilletes del GRAPPIN. Tienen mucho desgaste. Se han recargado provisionalmente,,"Hay que reparar fisuras de la garra del GRAPPIN. Se va a realizar una reparación provisional, pero más adelante, en un paro, hay que sacar la garra, llevarla al taller, hacerle LP, repararla bien, y como mejora, acartelarla",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V91-TL1,TOLVA NEUMÁTICOS (EXTRACTOR DE CADENA),TP,,"Hacer seguimiento al desgaste de los casquillos
HECHO: Se ha caído una placa lateral. Hay que reponerla. Además, hay que limpiar la cadena a fondo. Está gripada del material y se están desgastado los casquillos.
HECHO: - Se ha caído una placa del alimentador. Hay que reponerla
HECHO: Además, la cadena tiene demasiado alargamiento. Hay que acortarla",,,,,,,,,,,,En diciembre se desmontó el transportador por completo y se limpió la cadena. Quedó bien. Hay que hacerle seguimiento,,,,,,,,,,,,,,,0.0,
,V00,CS.V91-VR1,ESCLUSA ROTATIVA ALIMENTACION CSSG CS,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V91-VR2,ESCLUSA ROTATIVA ALIMENTACION CSSG AA,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V93-TK1,TRANSPORTADOR DE CADENA.,TK,,,,"HECHO: El reductor pierde por el eje de entrada y de salida. Hay que cambiar el retén y hacer seguimiento al nivel de aceite. El nivel de aceite estaba mal. Debía estar más alto dada la posición vertical del reductor. Se llena hasta el punto adecuado
HECHO: Faltan 6 palas, y hay 21 dobladas",,,,,,,,,,"HECHO: Los bulones han llegado a 22mm de diámetro (límite de pedido). El desgaste se está acelerando. Hay que cambiar cadena, sectores y patines",,,,,,,,,,,,,,,3.0,ALTA:3.0
,V00,CS.V93-TK2,TRANSPOR. CADENA EVACUACION SILO Nº 2,TK,,Hay que acortar la cadena,,HECHO: 13 palas dobladas,,,,,,,,,,"HECHO: Bulones desgastados (20mm de diámetro sobre 25mm de D.inicial). Cambiar la cadena, sectores y patines en parada 23SDK1B1",,,,,,,,,,,,,,,0.0,
,V00,CS.V96-TK1,TRANSPORTADOR DE CADENA.,TK,,,,"HECHO: Se van a reemplazar los patines de teflón de este redler y de los otros dos por unos metálicos. Los patines de teflón están teniendo un desgaste excesivo, principalmente en el V96-TK2",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V96-TK2,TRANSPORTADOR DE CADENA.,TK,,,,"HECHO: Se van a reemplazar los patines de teflón de este redler y de los otros dos por unos metálicos. Los patines de teflón están teniendo un desgaste excesivo, principalmente en el V96-TK2",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,V00,CS.V96-TK3,TRANSPORTADOR DE CADENA.,TK,,,,"HECHO: Se van a reemplazar los patines de teflón de este redler y de los otros dos por unos metálicos. Los patines de teflón están teniendo un desgaste excesivo, principalmente en el V96-TK2",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,300,CS.331-TP1,ALIMENTADOR DE PLACAS PARA MEZCLA,TP,,,,,,,,,,,,,,Las placas del transportador presentan zonas de mucho desgaste. Su espesor original es de 10 mm y hay zonas que tienen espesores de 3mm,,,,,,,,,,,,,,,0.0,
,300,CS.331-TP2,ALIMENTADOR DE PLACAS PARA CALIZA,TP,,,,,,,,,,,,,,Se debe planificar el reemplazo de cadenas y ruedas ,,,,,,,,,,,,,,,0.0,
,300,CS.331-TP3,TRANSPORTADOR PLACAS CENIZA CRUDO.,TP,,,,,,,,,,,,,,Se debe planificar el reemplazo de cadenas y ruedas ,,,,,,,,,,,,,,,0.0,
,300,CS.331-TP4,TRANSPORTADOR PLACAS ARENA DE CRUDO.,TP,,,,,,,,,,,,,,Se debe planificar el reemplazo de cadenas y ruedas ,,,,,,,,,,,,,,,0.0,
,400,CS.461-HR1,HORNO ROTATIVO DE SATELITES. CORONA/PIÑON,HR,,Se escucha ruido en ciertos momentos del engrane del piñon/corona. Se mide run out y los valores han aumentado considerablemente en comparacion con las ultimas mediciones de Nov-24. se verifican temperaturas registradas durante los VOSOAS de los flancos de diente y las mediciones no tienen variaciones fuera de lo normal (max 3ºC). Se mete en listado de paro imprevisto revisar los tornillos de los empalmes de la corona. Se cambia un tronillo en uno de los empalmes del lado MT.SE MANTIENE EN SEGUIMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,400,CS.461-HR1,"HORNO ROTATIVO DE SATELITES. APOYO 3 COJINETE 9, CS-MT",HR,,"EN SEGUIMIENTO. Se coloca radiador mas grande para intentar bajar la temperatura del cojinete, enfirando mayor cantidad de aceite y evitando que la recirculacion de la bomba genere batido del aceite y por ende espuma. En la parada existe la posibilidad de sacar la teja para abrir un poco canal de aceite.",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,BAJA:1.0
,400,CS.461-HR1,"HORNO ROTATIVO DE SATELITES. APOYO 3 COJINETE 10, CS-PY",HR,,EN SEGUIMIENTO. Se colocan 70L de aceite ISO 1000 para compensar la perdida de viscosidad por aumento de temperatura y adicionalmente pensando en posibles daños en la teja que eviten que el aceite cumpla su funcion. Existe la posibilidad de sacar la teja en la parada para abrir canal de aceite.,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,400,CS.461-HR1,HORNO ROTATIVO DE SATELITES,HR,,Seguimiento de movimiento relativo en aro 3. Valores por encima de 30 desde marzo de 2025. Se debe calzar el aro en el paro de horno KSD2026,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,T00,T61-BT1,,BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,T00,T91-EC1,,BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,T00,T91-EC2,,BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
